MSIA_IR_lag1,MSIA_UR_lag1,FBMKLCI_Index_lag1,VIX_lag1,GVZ_lag1,USA_IR_lag1,USA_IPI_lag1,USA_UR_lag1,USA_M1_lag1,USA_CPI.1_lag1,S&P_Index_lag1,MSIA_NetTrade_lag1,log_USD_MYR
0.8997174988746459,0.2211183798202898,0.10197512424999355,0.022138890892045876,0.12167795234042145,0.6079545454545454,0.6246713634309655,0.14035087719298245,0.0018063822122093148,0.7748344370860927,0.13303438562396042,0.5043520485205278,1.323141546114622
0.8990931197720777,0.2217091686406012,0.10455727673042836,0.027835869330064184,0.12604685651251146,0.6079545454545454,0.6246713634309655,0.14035087719298245,0.004140471587535957,0.7649006622516558,0.13289588557506501,0.5043520485205278,1.321622497759307
0.8990931197720777,0.2217091686406012,0.1037051430016176,0.027727698853392935,0.12596390263582624,0.6079545454545454,0.6246713634309655,0.14035087719298245,0.004140471587535957,0.7682119205298014,0.13294898463534444,0.5043520485205278,1.3219958111869266
0.8990931197720777,0.2217091686406012,0.10021701317763931,0.020299992788634896,0.12026773643677208,0.6079545454545454,0.6246713634309655,0.14035087719298245,0.004140471587535957,0.7781456953642385,0.13363927241897636,0.5043520485205278,1.3219958111869266
0.8990931197720777,0.2217091686406012,0.09976519501923142,0.01957885627749334,0.11971471059220373,0.6079545454545454,0.6246713634309655,0.14035087719298245,0.004140471587535957,0.7748344370860927,0.1348353287517694,0.5043520485205278,1.3219958111869266
0.8990931197720777,0.2217091686406012,0.10171761130996826,0.031189154106872424,0.12861842668975437,0.6079545454545454,0.6246713634309655,0.14035087719298245,0.004140471587535957,0.7814569536423841,0.13391406005592216,0.5043520485205278,1.321622497759307
0.8944461084042672,0.22174512967937576,0.10379410201726269,0.040708156053941014,0.13591836783805678,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.004282546592990641,0.7847682119205299,0.1337379481726622,0.7064366405758079,1.3208754525550122
0.8944461084042672,0.22174512967937576,0.10594784660656464,0.03879714429941589,0.13445284934995072,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.004282546592990641,0.7781456953642385,0.13483001884574145,0.7064366405758079,1.3208754525550122
0.8944461084042672,0.22174512967937576,0.1125776342988507,0.03904954207831543,0.13464640839554953,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.004282546592990641,0.7847682119205299,0.13519418990082424,0.7064366405758079,1.321622497759307
0.8944461084042672,0.22174512967937576,0.1133384679852889,0.04737866878200045,0.14103385690031417,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.004282546592990641,0.7880794701986755,0.1341056591650969,0.7064366405758079,1.322368985303636
0.8944461084042672,0.22174512967937576,0.10970285347747799,0.047739237037571214,0.14131036982259843,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.004282546592990641,0.794701986754967,0.1324423311018453,0.7064366405758079,1.3212490449167251
0.8953256685628364,0.2209128880070701,0.11072822318412401,0.05700584120574026,0.14841675192530185,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.0009945250381826615,0.794701986754967,0.13186222386829308,0.7064366405758079,1.321622497759307
0.8953256685628364,0.2209128880070701,0.11079377193249407,0.048171918944256154,0.14164218532933942,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.0009945250381826615,0.7913907284768213,0.1326936666538344,0.7064366405758079,1.3212490449167251
0.8953256685628364,0.2209128880070701,0.10737119085688585,0.044602293214105415,0.138904707398726,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.0009945250381826615,0.7913907284768213,0.13302686325708749,0.7064366405758079,1.3227686602400124
0.8953256685628364,0.2209128880070701,0.10276873231061667,0.04759500973534289,0.14119976465368467,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.0009945250381826615,0.7781456953642385,0.13365652961356717,0.7064366405758079,1.323141546114622
0.8953256685628364,0.2209128880070701,0.10203599094490845,0.05112857863993653,0.14390959129206976,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.0009945250381826615,0.7715231788079471,0.13289101816120608,0.7064366405758079,1.323141546114622
0.8950745597289278,0.2211504877139543,0.0990067023595208,0.047342611956443376,0.1410062056080858,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.001933234895650976,0.7781456953642385,0.13314412368187115,0.7064366405758079,1.3257744213241018
0.8950745597289278,0.2211504877139543,0.09515337236605226,0.060395182808105574,0.15101597339477318,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.001933234895650976,0.7814569536423841,0.13143698889388905,0.7064366405758079,1.3261461882836123
0.8950745597289278,0.2211504877139543,0.09146157321678139,0.06014278502920603,0.15082241434917426,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.001933234895650976,0.7847682119205299,0.1311086597044949,0.7064366405758079,1.326889307827351
0.8950745597289278,0.2211504877139543,0.09206321708574938,0.06227013773707363,0.15245384059065092,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.001933234895650976,0.7781456953642385,0.13077369313256576,0.7064366405758079,1.3261461882836123
0.8950745597289278,0.2211504877139543,0.09064221386215565,0.060719694238119265,0.15126483502482896,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.001933234895650976,0.7814569536423841,0.13107945522134123,0.7064366405758079,1.326517817083812
0.8944895435631941,0.22170403124062776,0.09124151670439618,0.06299127424821518,0.15300686643521927,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.004120175158185302,0.7814569536423841,0.13131707351609145,0.7064366405758079,1.326889307827351
0.8944895435631941,0.22170403124062776,0.0915130758047864,0.06335184250378598,0.15328337935750347,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.004120175158185302,0.7781456953642385,0.13059713875713683,0.7064366405758079,1.326889307827351
0.8944895435631941,0.22170403124062776,0.09201171449774437,0.0687243095117906,0.15740342189953788,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.004120175158185302,0.7814569536423841,0.1297156943564991,0.7064366405758079,1.326889307827351
0.8944895435631941,0.22170403124062776,0.08914395675655429,0.06771471839619239,0.15662918571714218,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.004120175158185302,0.7880794701986755,0.1295121479587615,0.7064366405758079,1.3261461882836123
0.8944895435631941,0.22170403124062776,0.08493713172723283,0.06789500252397779,0.1567674421782842,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.004120175158185302,0.7913907284768213,0.12857096711530946,0.7064366405758079,1.326889307827351
0.8939954695352514,0.22217152512521543,0.0804891809449787,0.0662363885483522,0.15549548273577696,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.005967150229095941,0.7980132450331127,0.1291701015121285,0.7064366405758079,1.327658385634933
0.8939954695352514,0.22217152512521543,0.07875916219335466,0.06666907045503714,0.15582729824251795,0.6534090909090908,0.6410364375795918,0.13157894736842107,0.005967150229095941,0.8112582781456955,0.12871875949975375,0.7064366405758079,1.327658385634933
0.8924591343004884,0.22217152512521543,0.07813410805711163,0.055960193264584984,0.14761486445067773,0.6761363636363636,0.5443967464979664,0.14035087719298245,0.005967150229095941,0.7980132450331127,0.13121795527023658,0.6007821692426074,1.3253759461504735
0.8924591343004884,0.22217152512521543,0.0761723276594648,0.06284704694598686,0.15289626126630568,0.6761363636363636,0.5443967464979664,0.14035087719298245,0.005967150229095941,0.8079470198675497,0.13084581935611192,0.6007821692426074,1.325003892676783
0.8933386944590576,0.22133928345290976,0.07702446138827568,0.06284704694598686,0.15289626126630568,0.6761363636363636,0.5443967464979664,0.14035087719298245,0.0026791286742879755,0.0,0.13084581935611192,0.6007821692426074,1.326889307827351
0.8933386944590576,0.22133928345290976,0.07893005714446233,0.059421648518064446,0.15026938850460592,0.6761363636363636,0.5443967464979664,0.14035087719298245,0.0026791286742879755,0.8079470198675497,0.1326233103989642,0.6007821692426074,1.326517817083812
0.8933386944590576,0.22133928345290976,0.08286532307339345,0.05127280594216485,0.14402019646098335,0.6761363636363636,0.5443967464979664,0.14035087719298245,0.0026791286742879755,0.8145695364238411,0.1336100679358227,0.6007821692426074,1.326889307827351
0.8933386944590576,0.22133928345290976,0.08517825748016561,0.05303959039446168,0.14537510978017587,0.6761363636363636,0.5443967464979664,0.14035087719298245,0.0026791286742879755,0.8178807947019869,0.13310120194147862,0.6007821692426074,1.326889307827351
0.8933386944590576,0.22133928345290976,0.08390707996713198,0.043664815749621416,0.13818577380078706,0.6761363636363636,0.5443967464979664,0.14035087719298245,0.0026791286742879755,0.8278145695364238,0.1343645170839589,0.6007821692426074,1.326889307827351
0.8939847911410885,0.2207279454132245,0.08489265221941023,0.03670584841710536,0.13284907440070232,0.6761363636363636,0.5443967464979664,0.14035087719298245,0.00026385358155867067,0.8245033112582782,0.13459063058231527,0.6007821692426074,1.326889307827351
